"src;dst;time"
"173190;857;294536"
"165312;3726;294537"
"185982;5793;294537"
"343180;128855;294537"
"47736;2342;294537"
"286222;88;294538"
"26135;20385;294538"
"425497;5160;294538"
"225172;35366;294538"
"243402;215538;294538"
"262138;49182;294538"
"36521;13383;294538"
"69551;3637;294539"
"10735;17358;294539"
"192349;3998;294540"
"354883;49179;294540"
"144975;10942;294540"
"107343;8919;294540"
"208979;88;294540"
"282319;26136;294540"
"263002;106299;294541"
"389020;19913;294541"
"93660;88;294541"
"356250;6948;294541"
"321905;6231;294542"
"159671;14454;294542"
"381580;313210;294542"
"39307;519;294542"
"7219;42432;294542"
"27771;3571;294542"
"23057;15769;294542"
"373618;464;294543"
"329838;66278;294543"
"16400;110787;294543"
"331226;300080;294544"
"274309;2138;294544"
"186483;6909;294544"
"344459;20056;294544"
"410036;88;294545"
"322165;49182;294545"
"199020;822;294545"
"103530;41733;294545"
"81105;519;294545"
"403738;68278;294545"
"361661;31650;294545"
"130674;143550;294545"
"97958;349;294546"
"234734;6014;294546"
"305824;14625;294546"
"273447;979;294547"
"431964;60169;294547"
"360949;38728;294547"
"56109;7837;294547"
"10154;62475;294548"
"221103;1988;294548"
"427750;88;294548"
"42732;111780;294548"
"350937;198048;294548"
"128310;171;294548"
"415808;7756;294549"
"442334;349;294549"
"103530;41733;294549"
"211152;6742;294549"
"354883;6948;294550"
"419482;198048;294551"
"329251;97913;294551"
"223843;94713;294551"
"445569;31957;294551"
"395010;49182;294552"
"258555;519;294552"
"140117;88;294552"
"220652;106285;294552"
"65173;235766;294552"
"425478;425477;294552"
"177045;14454;294552"
"159887;3164;294553"
"12824;9858;294553"
"93660;88;294554"
"425497;1276;294554"
"129790;2138;294554"
"116331;34690;294555"
"35139;14625;294555"
"272746;14454;294555"
"277858;88;294555"
"336325;519;294556"
"285849;49182;294556"
"356777;6948;294556"
"43358;396;294556"
"321139;97021;294557"
"330698;273863;294557"
"361882;14070;294557"
"192349;1988;294557"
"15960;62015;294557"
"52761;88;294558"
"173932;14454;294558"
"243449;49182;294558"
"78377;126242;294558"
"97321;31957;294558"
"75674;27076;294558"
"22643;37561;294559"
"57654;4368;294559"
"128591;49182;294559"
"84600;6948;294559"
"351344;49182;294559"
"394029;4526;294561"
"195741;8321;294561"
"345310;49182;294562"
"156539;54843;294562"
"72697;14454;294562"
"143677;14075;294563"
"174551;2287;294563"
"406557;116672;294564"
"377144;68278;294564"
"146752;4208;294565"
"107454;13813;294565"
"387214;32844;294565"
"22383;5375;294565"
"9387;19843;294565"
"120553;60818;294565"
"318952;2874;294566"
"191755;49182;294566"
"358464;8135;294566"
"231085;12253;294566"
"324413;49182;294566"
"236611;88;294566"
"212761;4526;294566"
"42999;137364;294566"
"383877;396;294567"
"155928;9964;294567"
"403954;519;294568"
"42811;7414;294569"
"59068;20050;294569"
"359373;61592;294570"
"138876;7540;294571"
"225268;8135;294571"
"5320;8;294572"
"265583;34943;294572"
"365925;34312;294572"
"426428;49182;294572"
"96449;2874;294572"
"177815;307066;294572"
"219311;12767;294573"
"413418;19913;294573"
"288963;20244;294573"
"443912;14677;294573"
"8311;2752;294573"
"75893;9021;294573"
"383269;30324;294574"
"149359;134560;294574"
"424431;8208;294574"
"75779;74462;294575"
"425497;1988;294575"
"125091;64993;294575"
"10295;31650;294575"
"239803;252174;294576"
"42811;2786;294577"
"12517;14454;294577"
"130438;2417;294577"
"262740;20056;294577"
"28940;134560;294577"
"278252;30230;294577"
"288974;3726;294578"
"13139;13078;294578"
"13042;6909;294578"
"383943;34963;294579"
"102539;60169;294579"
"429461;88;294579"
"214775;121000;294579"
"287195;122449;294580"
"340459;14572;294580"
"13261;205;294580"
"58074;105173;294580"
"42984;22205;294580"
"169545;17164;294581"
"206260;88;294581"
"328520;88;294581"
"15876;4208;294581"
"97958;349;294583"
"423883;15769;294583"
"10191;173141;294583"
"149183;21643;294583"
"227161;11405;294583"
"344922;30230;294583"
"308442;88;294583"
"321905;34071;294584"
"94138;14454;294584"
"402814;30230;294584"
"68637;8321;294584"
"188070;47974;294584"
"272879;272878;294585"
"304564;49182;294585"
"435574;1503;294585"
"223559;35404;294585"
"340745;14615;294585"
"48432;396;294585"
"124275;4200;294585"
"30858;206;294586"
"327239;116672;294586"
"332977;356;294586"
"354065;88;294586"
"368594;6948;294586"
"209979;88;294586"
"42445;88;294586"
"97312;77;294586"
"297284;38728;294586"
"427412;427410;294587"
"110526;36304;294587"
"65230;49182;294587"
"425497;88;294587"
"9266;13416;294587"
"324622;95921;294588"
"371431;983;294588"
"333783;318588;294588"
"207266;207271;294589"
"19004;4957;294589"
"10560;8135;294589"
"175981;47926;294589"
"329848;44134;294589"
"339866;49182;294590"
"134805;20302;294590"
"166130;1373;294591"
"59514;88;294591"
"193715;60627;294591"
"67688;11974;294591"
"437220;97194;294592"
"302884;2417;294592"
"52761;9964;294592"
"199020;19870;294592"
"358393;57122;294592"
"61726;35369;294592"
"118511;79648;294592"
"293123;49182;294592"
"134805;3726;294592"
"152897;134837;294593"
"415311;356;294593"
"162694;80025;294594"
"83461;143550;294594"
"352266;124690;294596"
"222797;352;294596"
"134629;7540;294596"
"236079;1988;294596"
"412816;8208;294596"
"44860;4996;294596"
"59514;1988;294596"
"90277;167044;294596"
"97359;106386;294596"
"345207;49182;294597"
"368866;14557;294597"
"91347;19153;294597"
"149212;157348;294598"
"413049;519;294598"
"368975;49182;294598"
"248936;14625;294598"
"441445;37502;294599"
"90263;543;294599"
"106209;10853;294599"
"190961;19913;294599"
"362835;259650;294599"
"98101;38580;294599"
"216172;85592;294599"
"374638;6948;294600"
"140121;3571;294601"
"6686;6646;294601"
"148857;6742;294601"
"201326;88;294601"
"399874;232659;294603"
"370375;138;294603"
"152897;134837;294603"
"319856;519;294603"
"284978;519;294603"
"231980;88;294604"
"238670;21695;294604"
"256715;206;294604"
"395169;49182;294605"
"410590;240652;294605"
"144427;21634;294606"
"170394;12498;294606"
"332689;49182;294606"
"244792;34268;294606"
"208727;19153;294606"
"348313;128855;294607"
"375493;57105;294607"
"393990;31957;294607"
"308442;88;294607"
"17432;6994;294607"
"339366;326993;294607"
"181638;35366;294607"
"413942;49182;294608"
"358011;34910;294608"
"440810;8021;294608"
"435207;75798;294609"
"359339;63773;294609"
"302262;7540;294610"
"44652;28926;294610"
"112523;4208;294610"
"219784;677;294610"
"229400;352;294610"
"403955;14650;294610"
"289681;23037;294610"
"114837;252361;294610"
"138876;227281;294611"
"78377;3144;294611"
"100556;10691;294611"
"106817;81020;294612"
"324892;5307;294612"
"252020;30992;294612"
"303579;14615;294612"
"425254;1988;294613"
"217871;15769;294613"
"188851;352;294614"
"155706;12498;294615"
"132447;2180;294615"
"228219;16618;294615"
"58937;91029;294615"
"45967;11053;294615"
"428237;1988;294616"
"328520;88;294616"
"359339;54039;294616"
"219803;8321;294616"
"109319;13383;294616"
"79457;53842;294616"
"192370;4996;294616"
"441445;37502;294617"
"229649;349;294617"
"30528;3808;294617"
"209979;13798;294617"
"192349;1276;294617"
"238206;103447;294617"
"271662;78528;294617"
"370548;36875;294618"
"377428;133233;294618"
"88147;14454;294618"
"332575;49182;294618"
"81968;6742;294618"
"299601;86;294618"
"146968;153911;294619"
"58868;3726;294619"
"117835;14454;294620"
"153789;13808;294620"
"398225;7540;294621"
"186618;301;294621"
"337592;30992;294621"
"152990;34236;294621"
"334244;49182;294622"
"245800;170939;294622"
"384929;134837;294623"
"40717;88;294623"
"125066;14454;294623"
"362524;89784;294624"
"209979;677;294624"
"229933;102785;294624"
"335337;68278;294624"
"138567;88;294624"
"360256;352;294624"
"291355;6742;294624"
"282694;49182;294625"
"40601;27041;294625"
"229999;49182;294625"
"152635;8135;294625"
"452511;2342;294626"
"422739;49182;294626"
"343284;679;294626"
"292769;49182;294627"
"313711;110868;294627"
"327290;58712;294627"
"258408;2417;294627"
"340459;14070;294627"
"6815;14454;294629"
"76308;11714;294629"
"443280;1988;294629"
"314338;300859;294629"
"105097;15769;294630"
"40823;42182;294630"
"359339;16529;294631"
"20770;7533;294631"
"461;39464;294631"
"97958;52469;294632"
"234020;4208;294632"
"9387;28664;294632"
"203006;406926;294632"
"23954;23940;294632"
"266913;36875;294633"
"147967;50733;294633"
"324022;33301;294634"
"206169;330;294634"
"389321;78528;294634"
"366397;366396;294634"
"140408;206;294634"
"355198;349;294634"
"174385;20244;294634"
"345400;6742;294635"
"361524;2874;294635"
"359339;14625;294635"
"39481;88;294635"
"413818;88564;294635"
"382356;63773;294636"
"377484;9851;294636"
"262390;49182;294636"
"61332;37561;294637"
"69214;68099;294637"
"207224;88;294638"
"215831;148794;294638"
"131538;14615;294638"
"400570;129563;294639"
"52199;52268;294639"
"228230;149696;294639"
"423310;49182;294639"
"106209;9964;294639"
"404610;350711;294640"
"334348;68278;294640"
"20770;88;294640"
"227701;24559;294641"
"422481;229462;294642"
"201491;66767;294643"
"313711;110868;294643"
"333338;4535;294643"
"290195;857;294643"
"375476;49182;294643"
"51598;3571;294643"
"417327;8;294644"
"341459;140450;294644"
"93694;5193;294644"
"75893;5226;294644"
"240363;8686;294644"
"63410;11036;294645"
"385411;519;294646"
"362524;129497;294646"
"158604;2138;294646"
"180235;30230;294646"
"359339;4895;294646"
"353700;94386;294646"
"320108;252174;294647"
"440401;1988;294647"
"13538;14454;294647"
"68961;17358;294647"
"445203;389;294648"
"205231;2138;294648"
"364244;49182;294649"
"254713;60627;294649"
"359339;4895;294649"
"445603;88;294649"
"123628;64485;294650"
"252281;252280;294650"
"306686;162721;294650"
"343084;689;294650"
"140117;88;294651"
"247306;1988;294651"
"205514;39885;294651"
"221538;16529;294652"
"288709;49182;294652"
"511;13078;294652"
"141613;9148;294652"
"63746;14070;294653"
"98039;11946;294653"
"13538;3571;294653"
"179353;3571;294654"
"22332;80157;294654"
"101902;14454;294654"
"84572;1988;294654"
"50973;10179;294655"
"402359;31957;294656"
"267493;4957;294656"
"22672;221871;294656"
"136575;88;294656"
"13902;11036;294656"
"37577;531;294656"
"10605;3808;294656"
"194430;519;294657"
"422094;12510;294657"
"112196;85435;294657"
"140157;543;294657"
"311780;34719;294658"
"230098;1988;294658"
"56609;396;294658"
"100281;396;294659"
"165669;4602;294659"
"310069;54794;294659"
"437108;12281;294660"
"355090;69237;294660"
"455408;122469;294661"
"61968;8321;294661"
"203294;113099;294662"
"95231;16535;294663"
"329596;75362;294663"
"178668;178676;294663"
"175253;88;294664"
"175641;57289;294664"
"226025;80157;294664"
"92779;511;294664"
"164123;4208;294665"
"60317;60322;294665"
"407131;67774;294665"
"444790;168329;294666"
"441895;68278;294666"
"10070;88;294666"
"84572;88;294666"
"58608;162063;294666"
"330122;4929;294667"
"29563;2157;294667"
"49474;26661;294668"
"358464;16715;294669"
"195433;40214;294669"
"83970;61239;294669"
"426017;14454;294669"
"3;291;294669"
"194244;42;294670"
"326162;8;294670"
"191421;19153;294670"
"302364;158541;294671"
"238622;65159;294671"
"268755;206;294671"
"101293;20056;294671"
"181860;77;294672"
"366672;167834;294672"
"125267;14454;294673"
"102083;2874;294673"
"36556;89937;294673"
"225124;14454;294673"
"362524;12266;294674"
"237106;677;294674"
"381580;27738;294674"
"340114;178676;294674"
"425497;1276;294674"
"301642;208067;294674"
"257901;138327;294675"
"298107;62896;294675"
"25747;42233;294675"
"156801;242743;294676"
"24694;133233;294676"
"136575;88;294676"
"190961;19913;294677"
"381761;4208;294677"
"195696;335;294677"
"52431;39464;294677"
"21677;12498;294677"
"191507;86;294678"
"359339;14564;294678"
"217749;80748;294678"
"219784;88;294679"
"127255;71496;294679"
"324956;22084;294680"
"23203;26538;294680"
"23357;8223;294680"
"333516;49182;294680"
"300307;113099;294680"
"440545;176409;294681"
"392695;49182;294681"
"9903;65900;294681"
"363429;49182;294681"
"12008;62542;294681"
"393786;301;294681"
"364323;11991;294682"
"65722;356;294682"
"111848;85592;294682"
"182239;2138;294682"
"75893;7960;294682"
"26039;1037;294683"
"366222;21057;294683"
"352386;14572;294683"
"404634;88;294684"
"37551;19153;294684"
"402797;3571;294685"
"231314;10942;294685"
"415046;138327;294685"
"329247;273;294685"
"30096;3571;294686"
"126428;113016;294686"
"348793;6231;294686"
"382725;4893;294686"
"214042;246497;294686"
"263959;54222;294686"
"77736;8;294686"
"107648;22205;294686"
"234860;7133;294687"
"411520;6948;294687"
"385372;88557;294687"
"136575;88;294687"
"141866;37545;294687"
"312340;140918;294688"
"371176;14075;294688"
"211921;519;294688"
"352543;49182;294688"
"359339;40279;294688"
"162440;2342;294689"
"230283;1988;294689"
"95720;13383;294689"
"39453;352;294689"
"277943;88;294689"
"322009;10942;294689"
"314265;31957;294689"
"219524;259633;294689"
"6708;341134;294689"
"377466;206;294691"
"296316;8223;294691"
"290230;24802;294691"
"54459;1298;294691"
"132383;88;294691"
"380245;30230;294692"
"196696;124398;294692"
"217396;519;294692"
"405486;9964;294692"
"2057;6231;294692"
"166799;5137;294692"
"135758;88;294693"
"105491;11053;294693"
"277314;543;294694"
"221538;40279;294694"
"207690;396;294695"
"338069;23898;294695"
"375849;12465;294695"
"275036;103612;294695"
"218338;85592;294695"
"328746;113393;294695"
"16535;16547;294696"
"325539;37561;294696"
"359339;34719;294696"
"41412;14454;294697"
"426017;979;294697"
"44933;1988;294697"
"386824;49182;294698"
"425497;88;294698"
"377484;1988;294698"
"17333;5810;294698"
"384343;109115;294699"
"313711;30568;294699"
"113117;20982;294699"
"309105;19913;294699"
"172113;17196;294699"
"165655;13222;294699"
"254;14454;294700"
"66095;30230;294700"
"429115;122123;294700"
"285467;8603;294701"
"221538;34719;294701"
"120394;13383;294701"
"282350;35366;294701"
"38004;229;294701"
"291194;79648;294701"
"10072;95736;294702"
"261942;128855;294702"
"22867;104508;294702"
"80208;13416;294702"
"276086;273;294703"
"16029;8135;294703"
"299166;79648;294703"
"58167;49182;294703"
"365399;88;294703"
"196228;16801;294704"
"303366;3571;294704"
"192349;1276;294704"
"5170;11463;294704"
"119977;9964;294704"
"69869;113437;294704"
"22423;17358;294705"
"153379;17614;294705"
"252248;7756;294705"
"48547;519;294706"
"141162;10855;294706"
"143301;201475;294706"
"297822;170090;294706"
"246624;875;294706"
"317506;6929;294706"
"345765;8;294706"
"361311;79648;294706"
"123652;126242;294707"
"187146;91719;294707"
"56999;88;294707"
"167439;47349;294708"
"341770;16535;294708"
"34135;53286;294708"
"269533;122123;294708"
"338931;3994;294708"
"5170;19843;294708"
"438859;198081;294709"
"357678;88564;294709"
"218151;6742;294709"
"425497;88;294709"
"101383;273;294709"
"45114;49269;294709"
"166179;273;294710"
"380619;177496;294710"
"423162;5193;294710"
"190961;19913;294710"
"263959;54222;294710"
"381761;979;294711"
"27237;75566;294711"
"33038;6742;294711"
"131650;7756;294711"
"315389;352;294712"
"410567;49182;294712"
"270167;110005;294712"
"399039;301;294713"
"346005;37528;294713"
"24577;74168;294713"
"67674;14572;294713"
"389116;52474;294713"
"233113;14454;294714"
"275036;34963;294714"
"132322;7791;294714"
"338069;14454;294715"
"453639;519;294716"
"331752;28285;294716"
"377428;12022;294716"
"160487;69238;294716"
"93091;26149;294717"
"313322;152359;294717"
"326228;957;294717"
"366247;79648;294717"
"9825;3571;294717"
"361231;128855;294717"
"154474;273;294718"
"63880;19913;294718"
"402797;10924;294719"
"146458;27027;294719"
"77569;99030;294719"
"320772;49182;294719"
"280423;49182;294719"
"350336;38225;294719"
"49438;26661;294719"
"364461;79648;294719"
"287937;138;294719"
"388498;12641;294720"
"415482;37563;294720"
"315030;8208;294720"
"116669;37561;294721"
"387881;52474;294721"
"127743;19778;294721"
"190961;6948;294723"
"223251;206;294723"
"315471;3726;294724"
"74926;14454;294724"
"196228;16801;294726"
"238342;13137;294726"
"416474;133775;294726"
"192349;13808;294726"
"27662;44404;294726"
"147362;341134;294727"
"195051;8835;294727"
"358011;14584;294727"
"418351;27627;294727"
"53472;56262;294727"
"359339;37545;294727"
"130123;88;294727"
"69246;383;294728"
"194430;356;294728"
"249320;3164;294728"
"435679;20244;294728"
"98424;98430;294728"
"233908;3571;294728"
"219047;16708;294728"
"404964;75362;294728"
"428463;60169;294729"
"110170;43725;294729"
"448397;979;294729"
"418933;192316;294730"
"254386;88;294730"
"360729;78528;294730"
"37700;335;294730"
"63776;19153;294730"
"127674;51843;294730"
"266821;11036;294731"
"309108;119544;294731"
"442495;67032;294731"
"43356;349;294732"
"424163;186209;294732"
"141162;8208;294732"
"84112;5193;294732"
"303231;79648;294732"
"341299;396;294732"
"342295;31957;294733"
"25402;31248;294733"
"104281;49673;294733"
"150125;8942;294734"
"69796;111105;294734"
"312261;128855;294734"
"139029;349;294734"
"453664;2567;294735"
"96316;901;294735"
"28699;19843;294735"
"130502;3235;294735"
"370290;356;294735"
"328520;88;294736"
"233113;4208;294736"
"51909;356;294736"
"70599;39016;294736"
"204692;39523;294736"
"107962;28664;294737"
"152035;276370;294737"
"342941;49182;294737"
"149748;43624;294738"
"48840;151552;294738"
"234567;1988;294738"
"204575;677;294739"
"358610;16537;294739"
"440334;88;294740"
"330214;301;294740"
"183303;42;294741"
"190803;14625;294741"
"442203;2662;294741"
"129287;68308;294741"
"168581;13416;294743"
"198212;151635;294743"
"245800;104508;294743"
"256238;252361;294743"
"319870;79648;294744"
"31566;16535;294744"
"200691;2356;294744"
"400119;14454;294746"
"198939;19870;294746"
"146922;519;294746"
"377428;4380;294746"
"174656;3571;294746"
"377484;4259;294746"
"25442;4751;294746"
"60360;17358;294746"
"112343;96963;294746"
"235343;19843;294747"
"333220;11036;294747"
"219446;519;294747"
"183934;88;294747"
"3578;32526;294747"
"411225;229218;294748"
"260315;2342;294748"
"349658;49182;294748"
"209979;519;294748"
"322029;122123;294748"
"401944;97524;294748"
"137737;3571;294748"
"320539;88;294748"
"409240;30230;294748"
"198069;97179;294749"
"54459;8942;294749"
"13139;2162;294750"
"386374;88;294750"
"67674;8602;294750"
"333220;11677;294750"
"362211;17969;294750"
"129295;299830;294750"
"167798;76165;294750"
"335530;85592;294751"
"44355;112503;294751"
"265835;252361;294751"
"325707;88;294751"
"134106;14454;294752"
"257901;138327;294752"
"405908;6948;294752"
"67674;52474;294753"
"300863;252174;294753"
"78996;8835;294754"
"47819;16535;294754"
"128911;76710;294754"
"38049;1343;294754"
"178100;1988;294755"
"168102;47126;294755"
"196228;103447;294757"
"346517;30230;294757"
"446360;88;294757"
"175129;7592;294757"
"282347;35366;294757"
"141085;13383;294757"
"104281;129441;294757"
"388539;62896;294758"
"343295;88;294758"
"137932;3726;294758"
"291435;34268;294759"
"165290;220557;294759"
"17071;31650;294759"
"298908;6948;294759"
"320539;2342;294759"
"165844;14454;294759"
"216522;2342;294760"
"203728;67382;294760"
"159009;53842;294761"
"447819;36217;294761"
"352416;26398;294761"
"67675;49166;294761"
"289898;54039;294761"
"48693;62354;294762"
"84232;52268;294762"
"240659;49182;294763"
"347396;89937;294763"
"195433;206;294763"
"392889;37964;294763"
"158317;12169;294764"
"402635;78528;294764"
"331748;128855;294764"
"50398;1988;294764"
"402935;677;294765"
"206043;99104;294765"
"324320;68278;294765"
"360596;122123;294765"
"401392;8;294766"
"314102;88564;294766"
"111418;5375;294766"
"304794;19153;294767"
"356350;14454;294767"
"299816;88564;294767"
"418351;12465;294768"
"156984;30992;294768"
"21852;11036;294768"
"21094;34719;294769"
"122369;49182;294769"
"199020;77882;294770"
"429870;80257;294770"
"239568;85592;294771"
"124731;14625;294771"
"320539;6948;294771"
"230286;14070;294771"
"199541;88;294772"
"38844;4182;294772"
"213447;352;294772"
"181650;88;294773"
"106437;61203;294773"
"210716;88;294773"
"8124;7725;294773"
"54459;2567;294773"
"273480;54550;294774"
"402872;34312;294774"
"69988;14454;294774"
"321084;33331;294775"
"373014;49182;294775"
"96500;15755;294775"
"99985;88;294776"
"434977;30230;294776"
"310747;65971;294776"
"239413;2417;294777"
"233355;44434;294777"
"453664;2567;294778"
"292597;1852;294778"
"73809;171;294778"
"213391;85592;294778"
"342421;49182;294779"
"89939;79648;294779"
"38000;38016;294779"
"445065;118780;294780"
"313842;79648;294780"
"141989;162220;294780"
"269330;6231;294780"
"19039;8321;294780"
"55054;159266;294780"
"414479;34268;294781"
"417565;32972;294781"
"275608;88;294781"
"286168;13078;294781"
"86158;3994;294781"
"257901;138327;294782"
"293763;4208;294782"
"13261;13262;294782"
"390412;2417;294783"
"94506;6742;294783"
"12141;8201;294783"
"68963;9785;294783"
"103333;88;294784"
"189424;4957;294784"
"199772;34809;294784"
"269919;49182;294784"
"15585;92878;294784"
"108647;3571;294785"
"323532;311802;294785"
"83650;4182;294786"
"446360;88;294786"
"19002;6053;294786"
"228470;88;294786"
"443979;49182;294787"
"440334;88;294787"
"329401;1546;294787"
"343295;5193;294787"
"25324;56371;294787"
"234567;1988;294787"
"59726;18364;294788"
"324612;123028;294788"
"320772;63773;294788"
"170314;9881;294788"
"369000;59915;294790"
"345882;31957;294790"
"417565;32972;294790"
"157619;95779;294790"
"319104;117155;294790"
"286264;88557;294791"
"46641;310875;294791"
"56664;14615;294791"
"43714;31650;294791"
"35045;91029;294791"
"421259;6373;294792"
"58518;129441;294792"
"17843;5137;294793"
"350052;5193;294793"
"31877;13222;294793"
"283927;363895;294794"
"378543;30230;294794"
"4197;60627;294794"
"220939;88;294794"
"33486;14591;294794"
"17376;18364;294794"
"343222;5793;294795"
"426978;396;294795"
"104229;352;294795"
"375181;232659;294795"
"191780;107301;294796"
"58518;104281;294796"
"389027;8135;294796"
"62948;52474;294796"
"163367;4652;294796"
"211629;59666;294796"
"217738;7287;294797"
"44304;10179;294797"
"386459;14454;294797"
"84984;12510;294797"
"424908;34268;294797"
"202496;2138;294798"
"151570;137788;294798"
"204629;13383;294798"
"377428;519;294798"
"154716;100002;294798"
"264552;13630;294798"
"217977;979;294799"
"107449;129441;294799"
"168229;94182;294799"
"62948;7540;294799"
"90273;167044;294799"
"169698;57197;294799"
"299723;368167;294799"
"282020;137483;294800"
"14474;32429;294800"
"394404;33476;294801"
"132944;52268;294801"
"29046;519;294801"
"312976;200113;294802"
"131776;519;294802"
"303855;14650;294802"
"232001;677;294803"
"415046;252174;294803"
"241257;2417;294803"
"124732;14572;294803"
"109023;61226;294804"
"156475;677;294804"
"204737;301;294804"
"367551;92121;294805"
"245771;31955;294805"
"313758;16801;294805"
"170264;9881;294805"
"200085;37545;294806"
"10916;13535;294806"
"368254;14454;294807"
"126799;8;294807"
"198939;19870;294807"
"79790;67032;294807"
"276993;8;294807"
"105316;82259;294808"
"322029;128855;294808"
"102075;248;294808"
"262737;88;294808"
"345037;14615;294808"
"101682;16708;294808"
"49180;4885;294809"
"56664;14075;294809"
"2099;77;294809"
"182180;3571;294809"
"328129;79648;294809"
"244005;19870;294810"
"102146;273;294810"
"275109;29327;294810"
"196228;103447;294811"
"36272;111780;294811"
"232001;88;294811"
"274479;14454;294811"
"62948;16529;294811"
"156475;677;294811"
"71415;123714;294811"
"12170;3746;294812"
"216051;261554;294812"
"21235;3571;294812"
"407907;24676;294813"
"283784;356;294813"
"146051;396;294813"
"183905;13633;294813"
"384983;68278;294814"
"244923;49182;294814"
"133054;19153;294814"
"278858;79648;294814"
"439265;57543;294814"
"280578;14454;294815"
"331889;9881;294815"
"410176;30799;294815"
"343967;287610;294815"
"109009;22093;294815"
"224821;19913;294815"
"360831;69237;294815"
"234567;1988;294815"
"76348;519;294816"
"82020;21643;294816"
"62948;7533;294816"
"316662;14237;294816"
"290330;14454;294816"
"198685;11714;294817"
"196002;138;294817"
"290538;54023;294817"
"117836;14454;294818"
"86263;88;294818"
"30239;88;294819"
"133084;40162;294819"
"320539;88;294820"
"272947;68278;294820"
"326753;40797;294821"
"144805;1988;294821"
"8442;106;294822"
"128943;308836;294823"
"254916;10942;294823"
"221538;34268;294824"
"217463;88;294824"
"83650;50733;294825"
"31377;13268;294825"
"112429;34324;294825"
"407777;35661;294825"
"39962;14617;294825"
"190181;49182;294825"
"115904;88;294825"
"31620;80157;294825"
"297374;22093;294826"
"320862;30230;294826"
"3841;52793;294826"
"248703;198081;294826"
"147716;20081;294828"
"53390;43862;294828"
"243648;12352;294828"
"90462;110114;294828"
"350702;42;294829"
"207717;88;294829"
"149759;88;294830"
"40247;30230;294830"
"299172;101877;294831"
"3830;273;294831"
"284075;79648;294832"
"228299;47794;294832"
"339212;59521;294832"
"281358;50901;294832"
"50398;349;294832"
"283092;70532;294832"
"146407;206;294832"
"103181;8966;294833"
"427541;6948;294833"
"32125;10179;294833"
"7789;2342;294833"
"128943;12510;294834"
"104412;45605;294834"
"16649;88;294834"
"319527;14454;294834"
"365495;21569;294835"
"113752;2342;294835"
"236179;2342;294835"
"324793;27738;294836"
"50349;8938;294836"
"445204;34801;294836"
"96001;531;294836"
"30239;14454;294837"
"145180;65861;294837"
"183020;14615;294837"
"441744;62526;294838"
"7497;13078;294838"
"188678;5716;294838"
"160487;69238;294838"
"171652;1988;294838"
"24694;4995;294839"
"95128;34562;294839"
"12826;88;294839"
"259287;31650;294839"
"122374;34562;294839"
"360847;49182;294840"
"131595;31957;294840"
"87919;35732;294840"
"207342;31650;294840"
"139029;88;294840"
"282643;29296;294841"
"28214;26398;294842"
"5052;752;294842"
"299944;49182;294842"
"291995;27145;294842"
"247285;273;294843"
"255432;216;294843"
"408629;198048;294844"
"32504;519;294844"
"93774;38233;294844"
"82978;60375;294845"
"265775;39016;294845"
"167;752;294845"
"190652;14572;294845"
"264006;79648;294846"
"52699;17358;294846"
"83293;14454;294846"
"129287;11991;294846"
"42290;123714;294846"
"341151;27457;294847"
"156475;677;294847"
"96060;17164;294848"
"245423;79648;294848"
"172211;78917;294848"
"184746;2342;294848"
"54459;2567;294848"
"20366;10681;294848"
"242515;4208;294849"
"35243;167068;294850"
"109514;21643;294850"
"73252;88;294850"
"116075;4182;294851"
"314608;34268;294851"
"311779;30230;294851"
"57194;34268;294852"
"370225;19913;294852"
"250407;396;294852"
"286557;49182;294852"
"412402;11792;294852"
"11830;519;294853"
"383593;33181;294853"
"44933;1988;294853"
"433070;349;294854"
"117949;11036;294854"
"380843;19153;294854"
"83293;9881;294854"
"360560;30230;294855"
"224821;19913;294855"
"245370;88;294856"
"186977;36252;294856"
"14565;39130;294856"
"115486;65900;294856"
"296291;69237;294857"
"49075;7501;294857"
"162219;72049;294857"
"269471;1988;294857"
"338173;88;294858"
"251796;13383;294858"
"36507;38277;294859"
"13481;11036;294859"
"153737;1988;294859"
"24027;2342;294859"
"38776;195716;294859"
"316403;2874;294859"
"452885;88;294860"
"14565;392241;294860"
"49610;34324;294860"
"3991;3985;294860"
"294857;88;294860"
"273572;73171;294860"
"296407;7756;294860"
"245771;58744;294861"
"51857;84;294861"
"26674;104281;294861"
"29521;3571;294862"
"177594;16715;294862"
"311674;68278;294862"
"190685;6742;294862"
"12141;624;294862"
"101030;90569;294863"
"245381;37545;294863"
"438842;891;294863"
"139883;18364;294863"
"314338;174807;294863"
"34812;34809;294863"
"131788;38449;294863"
"128486;53501;294864"
"104278;104281;294864"
"428500;132169;294865"
"25969;19080;294865"
"283964;252361;294865"
"60604;186209;294865"
"73333;58210;294865"
"119820;166097;294866"
"427763;30230;294866"
"150567;205020;294866"
"292395;11714;294866"
"370887;18364;294867"
"266420;91546;294867"
"170951;42687;294867"
"196425;374;294867"
"144805;1988;294867"
"316345;44036;294867"
"50398;138;294867"
"162057;17358;294868"
"86693;8908;294868"
"180957;85592;294868"
"238436;68278;294868"
"434691;4526;294868"
"352283;88;294868"
"438258;979;294869"
"64037;363;294870"
"113088;153052;294870"
"364990;36252;294870"
"376717;18107;294870"
"4367;4341;294870"
"53606;57105;294870"
"224821;19913;294870"
"16226;7133;294871"
"151996;356;294871"
"196344;6686;294871"
